Item ID,Name,Last Name,Slug,Portrait,Biography,Nationality,Specialties
"68e12f9a4313384af8f237f2","Sarah Cossham","Cossham","sarah-cossham","Sarah Cossham ist fasziniert von der Idee, Edelsteine in flüssigem Gold zu fassen. Für Ihre Schmuckserien verwendet Sie teils Steine aus alten Schmuckstücken und gestaltet daraus lebendige Unikate. So bewahrt der neu gestaltete Schmuck einen Zauber aus lange vergangenen Zeiten. Ihre „Zeitzeugen“, gehäkelt aus medizinischen Handschuhen oder Silber, entstanden in langen Ruhephasen nach einer Krebserkrankung, bei der die Goldschmiedin und Künstlerin ein Bein verlor. In ihrer Werkstatt im Münchner Schlachthofviertel gestaltete sie die Serie „Darm“, befüllt mit Zuckermassen. Schließlich entwickelt die vielseitige Künstlerin auch Gefäße in unterschiedlichen Legierungen, besetzt mit Steinen. Alles sichtbar gewordene Zeit, Ergebnis von Meditation.","Geboren in Starnberg Fachschule für Glas und Schmuck in Neugablonz, Gesellenprüfung als Silberschmiedin Gründung von „tragbar · Werkstatt & Galerie für Schmuck“ in München 3. Preis der 19. Silbertriennale","",""
"68e12f9a4313384af8f237f0","Sangwoo Kim","Kim","sangwoo-kim","","","",""
"68e12f9a4313384af8f237ee","Sam Tho Duong","Duong","sam-tho-duong","","","",""
"68e12f9a4313384af8f237e8","Sabine Lintzen","Lintzen","sabine-lintzen","„Die Natur fasziniert mich und ich sehe Dinge, die in der Welt geschehen, die mich berühren und die ich in meine Glasobjekte übersetzen kann“, sagt Sabine Lintzen. Sie arbeitet fast ausschließlich in geblasenem Glas, wobei sie alte Techniken und Motive aus der italienischen, arabischen und niederländischen Kultur verwendet. Für die Serie Thread und Tube Field sind die geblasenen Formen mit einer facettenartigen Haut überzogen. Eine von Sabine Lintzen konzipierte und konsequent weiterentwickelte Murrini-Technik. Die Objekte fangen Licht und Farbe ein und die Formen interagieren mit der Bewegung des Betrachters. Das gleiche Farb- und Formenspiel findet sich in ihrer Schmuckserie Banda und den Parfümflakons, Wasserkaraffen und Gläsern. Bei den Objekten Oriental Field zeichnet sie in Gravur- und Sandstrahltechnik direkt auf die Glashaut.","Geboren in Herzogenrath Academy of Fine Arts and Design Maastricht (NL) Skulptur, Keramik und Monumentalkunst. Bachelor-Abschluss in Fine Art and Design in Education, Maastricht (NL). Arbeitet in Amsterdam im Van Tetterode Glass Studio und in ihrem eigenen Studio in Sittard (NL).","",""
"68e12f9a4313384af8f237e6","Ruudt Peters","Peters","ruudt-peters","","","",""
"68e12f9a4313384af8f237e4","Rudolf Bott","Bott","rudolf-bott","","","",""
"68e12f9a4313384af8f237e2","Robert Smit","Smit","robert-smit","","","",""
"68e12f9a4313384af8f237dc","Robert Korsikowski","Korsikowski","robert-korsikowski","Kunst soll Bewusstsein verändern. Dies ist für Robert Korsikowski auch der Unterschied zum Konsum, der ohne Rückkopplung zur eigenen Wirklichkeit stattfindet. Wie wir Formen wahrnehmen, ist eng mit der Materialwahl und der verwendeten Technik verbunden. Auch fragt sich der Künstler, welcher Materialverbrauch und Energieaufwand bei der Herstellung verantwortbar ist. „Existiert eine Balance im Spannungsfeld aus Nutzen und Ressourcenverbrauch meiner Kunst?“ Seine frei konstruierten, vieldeutigen Objekte, für die er traditionelle Holzverbindungstechniken einsetzt, sollen „zeitspezifische Sichtweisen eröffnen und erlauben, darin das Allgemeine, Wiederkehrende zu erkennen.“","Geboren in Halle an der Saale Studium der Betriebswirtschaftslehre an der Universität Rostock, Abschluss Diplom-Kaufmann Tätigkeit im Bereich Management Autodidaktische Aneignung traditioneller Techniken des Möbelbaus und Gestaltung von Kunstobjekten Eigene Werkstatt in Rostock","",""
"68e12f9a4313384af8f237d6","Ritsue Mishima","Mishima","ritsue-mishima","Die japanisch-italienische Künstlerin Ritsue Mishima ist eine Ausnahmeerscheinung in der zeitgenössischen venetianischen Glaskunst. Die Autodidaktin verwendet ausnahmslos farbloses Glas und ihr Werk ist ein Musterbeispiel für die Verbindung von traditioneller Glasbläserei und innovativen Techniken. Ihre Inspiration findet Mishima in der Natur, dem Universum und der Lagune von Venedig mit ihrem zauberhaften Licht. Die glänzenden Schuppen eines Fisches, winzige Meeresbewohner, gesehen durch ein Mikroskop, bedrohliche Meteoriten am Sternenhimmel sind es, die sie bewegen. “Ein Mishima Objekt ist nicht von dieser Welt und erschöpft sich nicht in dem, was wir geneigt sind als nützliche Funktion zu betrachten“, schreibt der Kunstkritiker Rob Smolders.","Geboren in Kyoto, Japan Stilistin für eine Werbefirma Umzug nach Venedig Widmet sich der Glaskunst Gewinnt Giorgio Armani Award, Sotheby's, London","",""
"68e12f9a4313384af8f237d0","Ria Lins","Lins","ria-lins","„Wer sich nicht mit anderen verbindet, existiert nicht“, sagt Ria Lins. Ihre Arbeiten kreisen um Themen wie „Kontakt“ oder „Behaglichkeit“, ihre größte, sie immer wieder in Erstaunen versetzende Inspiration sind menschliche Beziehungen. Die Schmuckdesignerin hat den Wunsch, zerbrochene Beziehungen zu heilen. Ausdruck findet dieses Bedürfnis, indem ihr Schmuck Zeichen von Reparatur, Flicken oder Sticken zeigt. Das fertige Stück sieht sie als expressives Medium, dessen Sprache es ihr erlaubt, ihre Ideen und Gefühle für andere sichtbar zu machen, indem sie sie tragbar macht. In unterschiedlichen Materialien – Gold, Silber oder Seide – bringt sie ihre Botschaft auf den Punkt. Die anschmiegsamen, fast fließenden Halsketten sollen den Träger mit Weichheit und Schimmer erfreuen, die besonders durch Bewegung zur Geltung kommen. Preise zwischen 350 und 7.000 Euro.","Geboren in Antwerpen, Belgien Studium an der Art&Design School Sint-Lucas, Antwerpen Studium am IKA Mechelen, Belgien Eigenes Atelier in Mechelen","",""
"68e12f9a4313384af8f237ca","Renate Erlacher","Erlacher","renate-erlacher","Erst spät im Leben, dafür aber mir großer Intensität, hat sich Renate Erlacher dem zeitgenössischen Schmuck zugewandt. In den späten 1990er Jahren gestaltete sie Handtaschen, die auf internationalen Ausstellungen gezeigt wurden. Ein Modell steht in der Sammlung des Deutschen Ledermuseums in Offenbach. Bei ihrem Schmuck, meist Unikate, orientiert sie sich an ihrer Empfindung für Schönheit. „Es bereitet mir großes Vergnügen, Schmuckstücke zu kreieren und anzufertigen, meine Ideen in reale Objekte zu transformieren, mit meinen Händen und meinen Fertigkeiten.“ Sie liebt es, neue Techniken zu erlernen und mit neuen Materialien zu arbeiten. „Schmuck zu machen bedeutet für mich einen wundervollen Prozess der Entfaltung, er fordert mich heraus und macht mich sehr glücklich“, sagt sie.","Geboren in Lienz, Österreich Studienabschluss mit Magisterium in PPP, Germanistik Doktorat in Psychologie – Studium Uni Wien, Ohio University und Harvard University Lehrtätigkeit an der Universität Wien und der Koryo-Universität, Süd-Korea Schmuckstudium an der Alchimia, Florenz Gastsemester am Campus Idar-Oberstein Design Award im Rahmen der Venice Design Week","",""
"68e12f9a4313384af8f237c4","Pura Ferreiro","Ferreiro","pura-ferreiro","Pura Ferreiro widmet sich seit 1990 der antiken Technik der Granulation. Die Goldschmiedin und Kunsthistorikerin zitiert in ihren Arbeiten die Antike und verbindet sie mit der Formensprache der zeitgenössischen Schmuckkunst. Neben edlen Einzelstücken entstehen unter ihren Händen aber auch Kleinserien in Silber, die ihre Grundformen der Pflanzenwelt entlehnen. Die von Lampion, Lotos, Litschi und anderen Gewächsen und Früchten inspirierten Kreationen faszinieren durch ihre Leichtigkeit und ihr klares Design. Pura Ferreiro präsentiert ihre Arbeiten auf internationalen Ausstellungen und Messen und arbeitet mit zahlreichen Galerien und Juwelieren weltweit zusammen.","Geboren in Frankfurt am Main Fachschule für Schmuck Kaufbeuren Neugablonz (Gesellenprüfung) Meisterschule in München (Meisterprüfung) Eigenes Atelier in München Mitglied der Produzentengalerie tragbar Studium Kunstgeschichte und Archäologie, LMU München (Bachelor of Arts) Lehrauftrag für Granulation an der Fachschule Kaufbeuren Neugablonz Studium der Kunstgeschichte an der LMU München (Master of Arts)","",""
"68e12f9a4313384af8f237c2","Ptolemy Manntest","Manntest","ptolemy_manntest","","","",""
"68e12f9a4313384af8f237bc","Pippin Drysdale","Drysdale","pippin-drysdale","Die australischen Sandsteinberge mit ihren charakteristischen Streifen und Farben sind die wichtigste Inspirationsquelle für die jüngeren Arbeiten von Pippin Drysdale. Die Farbpalette zu entwickeln und die Oberfläche der Gefäße mit linearen Ritzungen zu versehen, ist zeitaufwändig, voller Risiken und drohender Brennfehler. Doch verleiht der Balanceakt den Gefäßen eine Präsenz, die den Betrachter gefangen nimmt. Ganze Tischlandschaften beschreiben die Topographie von Ameisenhügeln bis hin zu Gebirgszügen des Spinifex-Graslandes und der Berge. Der australische Crafts Council honorierte dieses Werk, indem er Drysdale 2007 zum Master of Australian Craft ernannte.","Geboren in Melbourne, Autralien Bachelor of Arts (Freie Kunst), Curtin University of Technology, Westaustralien Forschungsbeauftragte, School of Art , Curtin University of Technology, Westaustralien Master of Australian Craft","",""
"68e12f9a4313384af8f237b6","Peter Vogel","Vogel","peter-vogel","In seinen Holzobjekten sucht Peter Vogel nach dem Wesen der Vergänglichkeit in der Natur. Als Ausgangsmaterial verwendet der ausgebildete Drechsler morsche, von Destruktionsfäule befallene Eich- und Tannenhölzer, die er in klassischer Querholztechnik drechselt. Der Trocknungsprozess führt zu Brüchen und bizarren Formen. Kalkpaste, Acrylfarben, Wasserlacke und Kunstharze bilden auf der Oberfläche ungewöhnliche Strukturen, die Assoziationen zu aus der Natur bekannten Verwitterungsprozessen wecken. So entstehen skulpturale Unikate im Spannungsfeld zwischen archaischer Ursprünglichkeit und morbider Zerbrechlichkeit, die den Betrachter in Ihrem Bann ziehen. In seiner Werkstatt im bayerischen Peissenberg spannt Peter Vogel mit seinen Objekten gekonnt einen Bogen zwischen Altertum und Moderne, Gefäß und Skulptur.","Geboren in Peissenberg Ausbildung zum Drechsler Meisterausbildung bei Prof. Gottfried Böckelmann, Hildesheim Eigene Werkstatt in Peissenberg Auszeichnung Form# 2015, Modern Crafts Talents Tendence","",""
"68e12f9a4313384af8f237b4","Peter Chang","Chang","peter-chang","","","",""
"68e12f9a4313384af8f237b2","Paul Derrez","Derrez","paul-derrez","","","",""
"68e12f9a4313384af8f237ac","Patrizia Bonati","Bonati","patrizia-bonati","Gold – bei italienischen Schmuckkünstlern äußerst beliebt – ist Patrizia Bonati’s Material der Wahl. In eigenen Legierungen ringt sie dem Edelmetall interessante Farbvariationen ab. Durch Hämmern und Drehen entsteht das für ihre organischen Arbeiten typische flexible Metall. Akzente in weißer Emaille, kombiniert mit unregelmäßigen Rändern und matten, strukturierten Oberflächen, lassen ihre Teile teils wie archeologische Fundstücke erscheinen, die der Zahn der Zeit mit besonderem Charme ausgestattet hat. Ein weiterer Bezug zum Ursprünglichen: das Kreismotiv, das bei ihr nie vollkommen rund erscheint. „Ich mag den Gedanken, dass alles sich verändern kann“, kommentiert Bonati ihre Faszination für die Konzepte „Transformation“ und „Bewegung“. Das Ergebnis ist Schmuck, der zeitgenössisch ist und doch zurückgreift auf Vergangenes. Preise zwischen 200 und 3.000 Euro.","Geboren in Cremona, Italien Goldschmied-Lehre in Mailand Atelier in Cremona, Italien Kurs bei Giampaolo Babetto, Florenz Mitgründerin der AGC (Associazione Gioiello Contemporaneo)","",""
"68e12f9a4313384af8f237aa","Otto Künzli","Künzli","otto-kuenzli","","","",""
"68e12f9a4313384af8f237a4","Oliver Schmidt","Schmidt","oliver-schmidt","„Knoten verbinden, halten und schmücken. In Metall erstarrt, symbolisieren sie ewige Einigkeit und sind nicht mehr zu lösen“, so Oliver Schmidt. Die Knotenform des Kreuzschlags ist sein Markenzeichen: Oliver Schmidt nutzt ihn als unaufdringliches und doch unverwechselbares Gestaltungselement an Ringen aus satiniertem Gold, geschwärztem und purem Stahl. Oft ist der Knoten allein schon Schmuck genug, manchmal verleiht Brillantpavé ihm zusätzlichen Charme. Ausgehend von einfachen geometrischen Profilen und Ringschienen entstehen durch das Umformen bildhafte Themen. Ein weiteres Motiv des Schmuckdesigners sind Wellen und geschwungene Linien. Mit eleganter Leichtigkeit machen sie Vergangenes sichtbar und halten die Bewegungen des Schmiedeprozesses dauerhaft fest. Preise von 300 bis 3000 Euro.","Geboren in Wasserburg am Bodensee Ausbildung zum Goldschmied bei Maile Andreas, Konstanz Schoonhoven Silver Award Silbertriennale für Besteck, 3. Preis Kollektion unter eigenem Namen","",""
"68e12f9a4313384af8f237a2","Odundo","Odundo","odundo","","","",""
"68e12f9a4313384af8f2379c","Noon Passama","Passama","noon-passama","Die Broschenserie Extra Button von Noon Passama basiert auf einem industriellen Anstecker, der bestimmte Botschaften transportiert. In der Serie erforscht sie seit 2008 mögliche Formen und Materialien. Die verschiedenen Ausprägungen des Buttons sollen dabei menschliche Charaktere symbolisieren. Neuere Arbeiten der Thailänderin entstanden in Zusammenarbeit mit dem Modelabel Capara für die Frühling/Sommer-Kollektion 2012 Favourite Dreams. Inspiriert wurde die Designerin unter anderem durch den Künstler Erwin Wurm. Ausgangspunkt waren die Schlüsselwörter Farbe, Textur und Detail. Passama transformiert klassische Grundformen, verbindet das Bekannte mit dem Unbekannten oder bringt zwei gegensätzliche Eigenschaften in einem Schmuckstück zusammen. Die Dimension der Stücke verleiht den Formen zusätzliche Aufmerksamkeit.","Geboren in Bangkok, Thailand Industriedesign, Chulalongkorn University, Bangkok Jewelry Design, Gerrit Rietveld Akademie, Amsterdam","",""
"68e12f9a4313384af8f23796","Nils Schmalenbach","Schmalenbach","nils-schmalenbach","Die Medaillons und Ringe von Nils Schmalenbach erscheinen in ihren Formen minimalistisch und unprätentiös. Im Spiel von Licht und Schatten offenbaren sie jedoch eine geradezu magische Vielschichtigkeit. Dabei nutzt der Schmuckkünstler geschickt die physikalischen Eigenschaften von Edelsteinen. Unter einem flachen, plan geschliffenen Achat etwa verbirgt sich des Porträt einer jungen Frau, eines Vogelmotivs oder auch mal eines Totenkopfs. Der Achat ist ein milchiger Stein, der in einem kühlen Grau erscheint, wenn er das Licht reflektiert. Fällt Licht hindurch, nimmt er eine warme, bernsteingelbe Farbe an und gibt deutlicher das unter ihm verborgene Bild frei. So fördert Schmalenbach das achtsame Sehen und erweckt mit seinem Schmuck Erinnerungen und Träume. Preise von 400 bis 2500 Euro.","Geboren in Essen Goldschmiedelehre in Dortmund Besuch der Fachschule für Gestaltung der Staatlichen Zeichenakademie Hanau Studium Edelstein- und Schmuckdesign, FH Trier Standort Idar Oberstein Aufbaustudium Visuelle Kommunikation, hfg Offenbach","",""
"68e12f9a4313384af8f23790","Nikolay Sardamov","Sardamov","nikolay-sardamov","Nikolay Sardamov zählt zu einer Gruppe von bulgarischen Künstlern, die sich in überzeugender Qualität der modernen Schmuckkunst widmen. Seine neueste Kollektion ist aus einer einzigen geometrischen Grundform aufgebaut. Die Broschen, Anhänger, Ringe und Ohrringe bestehen aus vielen unterschiedlich großen Kreisen. Diese bilden Überschneidungen, wie auch der Titel Intersections nahelegt. Die einzelnen Elemente sind zuerst aus Wachs aufgebaut und dann in Silber oder Gold aus einem Stück gegossen. Die Schmuckstücke zu konstruieren sei wie ein Spiel mit möglichen Varianten gewesen, sagt Nikolay Sardamov. In spielerischer Leichtigkeit hat er mit der gleichen Anzahl von Komponenten ganz verschiedene Formen zusammengesetzt, die sich in Muster, Dichte und Größe unterscheiden.","Geboren in Sevlievo, Bulgarien BA in Kunstpädagogik, Sofia Universität St. Kliment Ohridski Salzburger Internationale Sommerakademie der Kunst, Erico Nagai Salzburger Internationale Sommer Akademie der Kunst, Johanna Dahm MA Schmuck und Metall, Akademie der Künste, Sofia","",""
"68e12f9a4313384af8f2378a","Niessing","Niessing","niessing","Der Beginn des modernen Schmuckdesigns bei Niessing ist Ursula Exner, geborene Niessing, mit ihrem ausgeprägten Kunstverständnis zu verdanken. Die erste moderne Schmuckserie von 1974 trug den Namen Setario, abgeleitet aus den Wörtern Set und Variation. 1977 entwickelte Ursula Exner den Halsschmuck S-Scheiben, dabei wurden Platin und Feingold ohne Löten untrennbar verbunden. Zu dem bedeutendsten Klassiker des modernen Schmuck-Designs avancierte der Niessing Spannring®, dessen Urform 1979 von Walter Wittek gestaltet wurde. Zahlreiche moderne Schmucklinien folgten, viele davon mit internationalen Designpreisen ausgezeichnet. Bis heute gilt die Ring und Schmuckmanufaktur Niessing aus Vreden als Pionier und Inbegriff für innovatives, modernes Schmuck – Design. Lesen Sie mehr im großen Interview","Gegründet als Trauringmanufaktur in Vreden, Münsterland Entwicklung moderner Schmuckserien Erfindung des Spannrings®","",""
"68e12f9a4313384af8f23784","Nicole Walger","Walger","nicole-walger","Die Techniken, die Nicole Walger am einzelnen Objekt anwendet, hinterlassen deutlich sichtbare Spuren auf den Arbeiten. Als seien sie gerade erst entstanden, wirken die Ringe wie eingefrorene Augenblicke der Handwerkskunst. Ein Umstand, der gerade im Kontext der Trauringe zu faszinierenden Ergebnissen führt. So etwa bei den aus einem Stück geformten Trauringen Zusammen. Das Material, meist Gold oder Silber, bleibt in den Arbeiten immer Hauptmotiv. Die Form und Oberfläche der Werke lassen jedoch die Kräfte spüren, die auf die einzelnen Stücke im Entstehungsprozess eingewirkt haben.","Berufskolleg Schwäbisch Gmünd DAAD Stipendium, Rhode Island School of Design Schmuck und Gerät, FH Pforzheim Freischaffende Designerin in Stuttgart","",""
"68e12f9a4313384af8f23782","Nicole Prues","Prues","nicole-prues","","","",""
"68e12f9a4313384af8f23780","Nel Linssen","Linssen","nel-linssen","","","",""
"68e12f9a4313384af8f2377a","Morten Lobner Espersen","Espersen","morten-lobner-espersen","Lange Zeit konzentrierte sich Morten Lobner Espersen auf einfache, aber kraftvolle Formen als Kontrapunkt zur Komplexität seiner vielschichtigen Glasuren. Mit der Gefäßserie Horror vacui (Angst vor dem leeren Raum) bezieht er sich auf griechische Töpferei, deren Dekor das ganze Gefäß überzieht. Die archetypische Vasenform seiner Horror vacui ist üppig umrankt von einem dreidimensionalen Ornament. Erhaben glänzende Oberflächen unterstreichen die kraftvollen Formen. Das Aufbringen von mehreren Schichten ist Espersens stärkstes Mittel, komplexe Oberflächen und Farben zu erzielen. „Durch mehrfaches Glasieren riskiere ich die komplette Zerstörung. Die Glasur frisst sich durch den Ton, nur die Stärksten überleben“, sagt er. Preise von 1350 bis 15300 Euro.","Geboren in Aalborg, Dänemark Studium an der Schule für Design, Fachbereich Keramik, Kopenhagen Diplom, École Duperré, Paris Atelier in Kopenhagen Professur an der HDK Göteborg","",""
"68e12f9a4313384af8f23774","Monika Vesely","Vesely","monika-vesely","Die Freude am Spielen und die damit erreichte Beweglichkeit und Dynamik sind wesentliche Elemente im Schmuck von Monika Vesely. Jedem Prototyp gehen intensive Experimente an Modellen voraus. In ihren Colliers ebenso wie in ihrem Armschmuck verbindet die Goldschmiedin einfache Grundformen mit verspielten Schnörkeln, Wellen und beweglichen Elementen. In den Ringen schlingen sich schlichte Profile vorwiegend aus Silber um Perlen und farbige Edelsteine. Auch in einigen ihrer Ketten tauchen Edelsteine in dekorativen Reihungen auf. So stehen ihre Halsketten, Armreifen und Ringe in ihrer reduzierten Klarheit und gleichzeitig emotionalen Weiblichkeit für ein Bedürfnis nach einem zeitgemäßen Ornament. Preise von 285 bis 2000 €.","Meisterprüfung Silberschmiedin, Stipendium Dannerstiftung Fachoberschule für Gestaltung, München, Unterrichtstätigkeit Metallgestaltung Arbeitsstipendium für Italien, Produktentwicklung Eröffnung eines Präsentationsraumes in München","",""
"68e12f9a4313384af8f2376e","Mirjam Hiller","Hiller","mirjam-hiller","Die Suche nach „Intensität und Verzauberung“ ist ein Hauptmotiv von Mirjam Hiller. „Ich erkunde die Natur und Architektur, beobachte und absorbiere die Welt um mich herum. Schwelgend in meiner Neugier und Empfindung entdecke ich Chaos und Ordnung, Schönheit und Skurrilität, unerwartete und vertraute Dinge.“ Jedes Schmuckstück sägt sie aus einem Stahl- oder Kupferblech von Hand aus, biegt und faltet es. Die Beschränkung auf ein Material ist für Hiller Herausforderung und zugleich Inspiration. Ihr Ziel ist die Lebendigkeit des Schmuckstückes beim Tragen: „Das fertige Stück soll überraschen, faszinieren und mich begeistern. Wie ein Sog muss das Schmuckstück mein Auge anziehen, mich in seinen Bann nehmen und meine Sinne berühren. Es soll einzigartig, exotisch und schön sein, neugierig machen, aber auch etwas vertraut sein. Es soll die Menschen einladen, es zu erforschen, zu sammeln und zu tragen.“ ART AUREA AWARD Gewinner 2015.","Goldschmiedeschule Pforzheim, Berufskolleg für Design, Schmuck und Gerät Hochschule Pforzheim, Fakultät für Gestaltung, Studiengang Schmuck und Objekte der Alltagskultur Nova Scotia College of Art and Design, Halifax, Kanada Werkstatt in Potsdam Werkstatt in Hechingen Werkstatt in Pforzheim","",""
"68e12f9a4313384af8f23768","Minsoo Lee","Lee","minsoo-lee","Sie bestechen durch ihre konstruktive Klarheit und Perfektion in jedem Detail. Fast unglaublich, dass die Gefäße von Minsoo Lee alle an der Töpferscheibe entstehen. Nach dem Drehen der Porzellanmasse trägt der Keramiker aus Südkorea mehrere Engobeschichten auf. Die jeweils nächste Begussmasse kommt hinzu, wenn die vorherige halbtrocken ist. Die weißen Schichten bestehen aus weißer Mattglasur, die blauen, die aufgesprüht werden, aus einer Mischung von Glasur und Engobe. Nach dem reduzierenden Brand werden alle unglasierten Oberflächen poliert. Geometrisch geformte Einschnitte an der oberen Gefäßkante offenbaren am Ende die geschichtete innere Struktur. Weißblaue, feinste Eleganz. Die Preise reichen von 1000 bis 7000 Euro. ART AUREA AWARD Gewinner 2015","Geboren in Seoul, Korea Seoul National University, Korea, Bachelor und Master of Fine Arts Preis des Italienischen Präsidenten, 56° Premio Faenza Talente-Preis München Art Fund Collect Winner, Durham University Oriental Museum, Saatchi Gallery, London Bronze Preis, Cheongju International Craft Biennale 2015, Cheongju, Korea","",""
"68e12f9a4313384af8f23766","Minegishi Yukata","Yukata","minegishi-yukata","","","",""
"68e12f9a4313384af8f23760","Massimo Micheluzzi","Micheluzzi","massimo-micheluzzi","Das vielgestaltige Werk von Massimo Micheluzzi resultiert nicht zuletzt aus der Schönheit seiner Geburtsstadt Venedig. Seine legendären Murrina-Gefäße erinnern an die Spiegelungen der Lagunenstadt mit ihren vielfältigen Texturen, dem Grau des bewölkten Himmels oder dem silbernen Lüster der Lagunen. „Ich wollte mit einem statischen Material einfach ein Gefühl von Bewegung vermitteln, so wie in einem Gemälde von Canaletto“, erklärt Micheluzzi. Er ist einer der wenigen Glaskünstler aus Murano, der noch die aufwendige Murrina-Technik beherrscht. Einzigartig sind auch seine Battuto-Glässer, die an gehämmertes Silber erinnern. Micheluzzi ist in zahlreichen bedeutenden Sammlungen vertreten. Preise von 1500 bis 5000 Euro.","Geboren in Venedig Zusammenarbeit mit Laura de Santillana Erste Ausstellung, Mailand International Glass Exhibition, Laura Russo Gallery, Portland, USA Le temps gris, Brutto Gusto, Berlin","",""
"68e12f9a4313384af8f2375a","Martina Ege","Ege","martina-ege","Große, schlichte Ringe und Ketten in Gold oder Silber mit schönen Edelsteinen waren lange Zeit die Leidenschaft der Goldschmiedemeisterin. Vor einigen Jahren hat sie auf ihren Reisen die Unterwasserwelt für sich entdeckt. Inspiriert von den vielfältigen organischen Formen und leuchtenden Farben der Meerestiere und Pflanzen entwickelt Martina Ege seitdem die ständig wachsende Schmuckkollektion Blumentiere. Die in aufwändiger Handarbeit gefertigten Kunstwerke werden in Wachs modelliert und dann in Silber gegossen. Durch Emaillieren erhalten die Colliers, Anhänger, Ohrringe und Ringe ihre Farbigkeit. Die neuen Arbeiten erscheinen fragil, stachelig und bunt. Transparente Feueremaille auf schwarzem Grund fasziniert mit seiner Leuchtkraft. Die Kombination macht neugierig und erweckt das Bedürfnis, die Schmuckstücke haptisch zu begreifen. Die Assoziationen reichen von Unterwasserwelt bis Haarbürste. Preisspanne zwischen 150 Euro und 2500 Euro.","Geboren in Laupheim Ausbildung zur Goldschmiedin in Ulm Goldschmiedetätigkeit in Namibia Abschluss der Meisterprüfung Selbständig mit eigenem Atelier in Mietingen/Baltringen bei Laupheim Teilnahme an der Landesausstellung Baden-Württemberg","",""
"68e12f9a4313384af8f23754","Martina Dempf","Dempf","martina-dempf","Martina Dempf ist Schmuckdesignerin und Ethnologin. In ihren phantasievollen Kreationen greift sie Traditionen fremder Kulturen auf, die sie in ihren ethnologischen Forschungen und Workshops in Afrika, dem Orient und Asien persönlich erlebt und ergründet. Dabei lässt sie sich auch von der Natur inspirieren. Dem elektronischen „Rauschen“ der Informationsgesellschaft tritt sie mit authentischen Werken entgegen, welche die Spuren der Hand tragen. Jedes Objekt hat eine eigene Geschichte. „Es soll die Neugier und Phantasie des Betrachters wecken, die jeweilige Geschichte zu ergründen, die Objekte in die Hand zu nehmen, sie auszuprobieren und sich zu schmücken“, sagt die vielseitige Gestalterin. Ihre Objekte sind nicht für den schnellen Konsum geschaffen. Preise von 400 bis 2000 Euro.","geboren in Stuttgart Hochschule für Gestaltung Pforzheim, Diplom Schmuck-Designerin Freie Universität Berlin Ethnologie und Philosophie, M.A., seit 1983 Feldforschungen am Horn von Afrika Werkstatt in Berlin, zusätzlich seit 2000 Werkstatt in Griechenland Event-Galerie für Schmuck in Berlin","",""
"68e12f9a4313384af8f2374e","Martin Potsch","Potsch","martin-potsch","Ausgangspunkt für die Glasarbeiten von Martin Potsch ist eine tiefe, weit zurückreichende Begeisterung für das Material. Nach einem Workshop an der Glasfachschule Zwiesel begann der Designer 2014 gemeinsam mit den dortigen Glasmachern erste Entwürfe umzusetzen. Charakteristisch für die Gefäße in schlichten Grundformen ist die ausdrucksstarke malerische Sichtweise. „Ich verstehe die transparente Glasoberfläche als Leinwand und Spielfläche“, erklärt Martin Potsch. Sein Ziel ist ein immer tieferes Verständnis für die Möglichkeiten des Werkstoffs. Alle Arbeiten sind Unikate. Preise zwischen 1000 und 3000 Euro.","Geboren in München Diplom in Kommunikationsdesign an der FH München Designer für verschiedene Studios Hauses der Kunst Preis 2005, München Arbeit mit dem Material Glas","",""
"68e12f9a4313384af8f2374c","Mark Redy","Redy","mark_redy","","","",""
"68e12f9a4313384af8f2374a","Marion Delarue","Delarue","marion-delarue","","","",""
"68e12f937bb8bbb6c1f1ed52","Ori Orisun Merhav","Merhav","made-insect","","","",""
"68e12f937bb8bbb6c1f1ed4c","Lyk Carpet","Lyk","lyk-carpet","Mareike Lienau nutzt traditionelles tibetisches Knüpfhandwerk lustvoll für neue, teils dreidimensionale Form- und Farbkombinationen. Dabei erweitert die Designerin des Labels LykCarpet radikal die vordergründige Vorstellung des Teppichs und seiner Funktion. Ein Teppich von LykCarpet kann Liegewiese, Sitzlandschaft, Bild und Skulptur oder eine Kombination davon sein. Ihr Leitbild ist der Respekt vor dem Menschen und der Natur. Wichtig sei, unter welchen Umständen ein Teppich gefertigt und wie später mit diesem gelebt wird, sagt Mareike Lienau: „Mit meinen Arbeiten möchte ich nicht nur LiebhaberInnen von Handwerkskunst erreichen. Das Betrachten und die fantasievolle Nutzung eines Werkes generieren neue Erkenntnisse, Sichtweisen und bereichern den Informationsaustausch.“","geboren in Düsseldorf Industrial Design-Studium, Universität der Künste, Berlin freiberuflich als Designerin Designentwicklung & Geschäftsführung von Lyk Carpet","Deutschland",""
